		
5.17429	0.0030735	0.0011148
5.17365	0.0023426	0.0010728
5.17299	0.0034178	0.0012235
5.17234	0.0026382	0.0011042
5.17169	0.0024518	0.0010853
5.17103	0.0029754	0.0010664
5.17038	0.004248	0.0009925
5.16972	0.0031953	0.0010633
5.16841	0.0039777	0.0010318
5.16777	0.0028834	0.0009235
5.16711	0.0023271	0.0009915
5.16646	0.0033479	0.0009837
5.16581	0.0029234	0.0009588
5.16515	0.00334	0.0008777
5.1645	0.0039126	0.0009213
5.16385	0.0026199	0.0008665
5.16319	0.0029334	0.0008072
5.16254	0.0022467	0.0008003
5.16188	0.0017677	0.0008212
5.16123	0.0038355	0.0008478
5.16058	0.004455	0.0008209
5.15992	0.0039387	0.000844
5.15927	0.0021695	0.0007065
5.15862	0.0032014	0.0007996
5.156	0.002408	0.0008061
5.15534	0.0028006	0.0007883
5.1547	0.0020347	0.0007039
5.15404	0.0019146	0.0006681
5.15339	0.0022957	0.0006877
5.15274	0.0036579	0.0007201
5.15208	0.0024439	0.0007096
5.15142	0.0025741	0.0006561
5.15077	0.0025602	0.0006441
5.15012	0.0017352	0.0006684
5.14947	0.0022939	0.0006828
5.14881	0.0024984	0.0006615
5.14816	0.0029106	0.0006827
5.14751	0.0027508	0.0006478
5.14685	0.0024853	0.000637
5.14554	0.0025178	0.0006411
5.14489	0.0022964	0.0005828
5.14424	0.0029783	0.0006443
5.14358	0.0030995	0.0006343
5.14293	0.0029383	0.0005914
5.14227	0.003537	0.0005871
5.14162	0.0030092	0.0005705
5.14097	0.0035347	0.0005777
5.14031	0.0023483	0.0005565
5.13966	0.0029901	0.0005675
5.13901	0.0028547	0.00058
5.13836	0.0015718	0.0004888
5.1377	0.0029073	0.0005632
5.13705	0.0016909	0.0005227
5.13639	0.0034852	0.0005338
5.13574	0.0038347	0.0005315
5.13508	0.0030971	0.0005313
5.13443	0.0027012	0.0004861
5.13377	0.0027955	0.0005405
5.13312	0.0033187	0.0005153
5.13247	0.0035962	0.0005239
5.12985	0.0033608	0.0005123
5.1292	0.0028799	0.000517
5.12854	0.0021666	0.000482
5.12789	0.0030578	0.0004877
5.12723	0.0027254	0.0004839
5.12658	0.003068	0.0004749
5.12593	0.0032217	0.0005149
5.12528	0.0034011	0.0004755
5.12462	0.0034108	0.0004735
5.12397	0.0029142	0.000477
5.12331	0.0031808	0.0004814
5.12266	0.0026684	0.0004722
5.12201	0.0036279	0.0004574
5.12135	0.0029918	0.00047
5.1207	0.0029422	0.0004566
5.12004	0.0029482	0.0004509
5.11939	0.0021758	0.0004457
5.11874	0.0026502	0.0004209
5.11808	0.0032024	0.000446
5.11742	0.0028764	0.0004344
5.11677	0.0029728	0.0004184
5.11612	0.0026702	0.0004214
5.11546	0.003293	0.000426
5.11481	0.0024532	0.0004317
5.11415	0.0027908	0.0004281
5.1135	0.0035004	0.0004457
5.11285	0.0029688	0.0004379
5.11219	0.0030954	0.000444
5.11154	0.0035126	0.0004394
5.11088	0.0026514	0.0004253
5.11023	0.0033494	0.0004132
5.10957	0.0028668	0.0004103
5.10892	0.0031066	0.0003907
5.10826	0.0028163	0.0004029
5.10761	0.0029259	0.0004112
5.10696	0.0033951	0.0003843
5.1063	0.0027628	0.0003891
5.10565	0.003463	0.0004007
5.10499	0.0034576	0.0003992
5.10434	0.0029062	0.0003702
5.10368	0.0025585	0.0003921
5.10303	0.0039133	0.0004101
5.10238	0.0029573	0.0003929
5.10172	0.0030571	0.0003958
5.10106	0.003249	0.000383
5.10041	0.0029103	0.0003722
5.09976	0.0029487	0.0003734
5.0991	0.0030136	0.0004191
5.09845	0.0031328	0.0003798
5.0978	0.0030818	0.0003766
5.09714	0.0026224	0.0003928
5.09649	0.003255	0.0003973
5.09583	0.0032321	0.0003952
5.09518	0.0033448	0.000387
5.09452	0.0026997	0.00037
5.09387	0.0030032	0.0003802
5.09321	0.0029937	0.000364
5.09255	0.003095	0.0003666
5.0919	0.0028581	0.0003597
5.09125	0.0036128	0.0003609
5.09059	0.0034602	0.0003681
5.08994	0.0028971	0.0003516
5.08928	0.0033517	0.0003459
5.08863	0.0025649	0.0003556
5.08797	0.0030296	0.0003531
5.08732	0.0033962	0.0003625
5.08666	0.0028899	0.0003636
5.08601	0.0027344	0.0003543
5.08535	0.0025892	0.0003479
5.0847	0.0034186	0.0003315
5.08404	0.0033971	0.0003721
5.08339	0.0027847	0.0003416
5.08273	0.0027543	0.0003578
5.08208	0.0028673	0.00037
5.08143	0.003293	0.0003564
5.08077	0.0029674	0.0003581
5.08012	0.0035933	0.0003369
5.07946	0.0032084	0.000342
5.07881	0.0028352	0.0003414
5.07815	0.0029343	0.0003322
5.0775	0.0031517	0.0003355
5.07684	0.0026216	0.0003605
5.07618	0.0029544	0.0003352
5.07553	0.0031086	0.000336
5.07488	0.0033788	0.0003395
5.07422	0.0029872	0.0003325
5.07357	0.00326	0.0003417
5.07291	0.0033246	0.000332
5.07226	0.0039224	0.00034
5.0716	0.0032155	0.0003245
5.07094	0.003644	0.0003388
5.07029	0.0031895	0.000334
5.06964	0.0029159	0.0003385
5.06898	0.0036359	0.0003435
5.06833	0.0025198	0.0003277
5.06767	0.0026505	0.0003281
5.06701	0.0028802	0.0003366
5.06636	0.0032199	0.0003386
5.0657	0.0029199	0.0003241
5.06505	0.0028846	0.0003435
5.06439	0.0029074	0.0003304
5.06374	0.0031643	0.000336
5.06308	0.0025137	0.0003322
5.06243	0.0034664	0.0003234
5.06177	0.0027351	0.0003236
5.06112	0.0027188	0.0003144
5.06046	0.0032131	0.0003199
5.05981	0.0032234	0.0003096
5.05915	0.0033784	0.0003144
5.0585	0.0028598	0.0003214
5.05784	0.0032144	0.000316
5.05718	0.0027634	0.0003169
5.05653	0.002698	0.0003121
5.05587	0.0027747	0.0003168
5.05522	0.0023816	0.000329
5.05456	0.0025153	0.0003129
5.05391	0.0027802	0.0003232
5.05325	0.0028631	0.0003115
5.05259	0.0027568	0.0003141
5.05194	0.0030226	0.0003121
5.05129	0.0031466	0.0003292
5.05063	0.0031564	0.0003152
5.04997	0.002895	0.0003358
5.04932	0.0029441	0.0003193
5.04866	0.0029812	0.0003105
5.04735	0.0027366	0.000311
5.0467	0.0027592	0.000324
5.04604	0.0034356	0.0003309
5.04539	0.0028248	0.0003329
5.04473	0.0026626	0.000313
5.04408	0.0032517	0.0003209
5.04342	0.0025856	0.0002961
5.04277	0.002789	0.0003103
5.04211	0.0030352	0.0003146
5.04145	0.0025543	0.0003425
5.0408	0.003076	0.0003098
5.04014	0.0028113	0.0003111
5.03948	0.0026401	0.0003061
5.03883	0.0032985	0.0003059
5.03818	0.0028723	0.0003082
5.03752	0.0030186	0.0003163
5.03686	0.003001	0.0003134
5.03621	0.0029377	0.00031
5.03555	0.002976	0.0003189
5.0349	0.0021935	0.0003233
5.03424	0.0027873	0.000337
5.03358	0.0026587	0.0003149
5.03293	0.0032001	0.000313
5.03227	0.0025935	0.0003156
5.03162	0.0025906	0.0003197
5.03096	0.0025639	0.0003334
5.03031	0.003359	0.0003255
5.02965	0.0018359	0.000315
5.029	0.0029388	0.0003098
5.02834	0.0029736	0.0003066
5.02768	0.0025188	0.0003206
5.02703	0.0028385	0.000326
5.02637	0.0027553	0.0003079
5.02571	0.0033494	0.0003072
5.02506	0.0033778	0.0003189
5.0244	0.0027893	0.000321
5.02375	0.0030069	0.0003171
5.02309	0.0029192	0.0003135
5.02244	0.002679	0.0003041
5.02178	0.0031128	0.0003219
5.02113	0.0026433	0.0003088
5.02047	0.0026687	0.0003146
5.01981	0.002433	0.0003111
5.01915	0.0029199	0.0003082
5.0185	0.0026126	0.0003083
5.01784	0.0031492	0.0003014
5.01719	0.0028955	0.0003161
5.01653	0.0024326	0.0003097
5.01587	0.003253	0.0003066
5.01522	0.002901	0.0003135
5.01456	0.0029602	0.0003266
5.01391	0.0032169	0.0003299
5.01325	0.0028122	0.0003138
5.0126	0.0024742	0.0003169
5.01194	0.0027584	0.0003157
5.01128	0.0032822	0.0002962
5.01063	0.0024332	0.0003011
5.00997	0.0024925	0.0002864
5.00931	0.0031289	0.0002997
5.00866	0.0027757	0.0002948
5.008	0.0029799	0.0003111
5.00734	0.0029682	0.0002994
5.00669	0.0031056	0.0003022
5.00603	0.0028878	0.0002942
5.00538	0.0029414	0.0003016
5.00472	0.0026401	0.0002915
5.00407	0.0022652	0.0002941
5.00341	0.0027084	0.0002926
5.00209	0.0025219	0.0002935
5.00144	0.002744	0.000299
5.00078	0.002959	0.0003082
5.00013	0.0031542	0.0003044
4.99947	0.0024265	0.0003145
4.99881	0.002647	0.0002988
4.99815	0.0031279	0.0003065
4.9975	0.0030512	0.0003167
4.99684	0.0026232	0.0002928
4.99619	0.0027673	0.000304
4.99553	0.002715	0.0002901
4.99487	0.0030144	0.0003094
4.99422	0.0028022	0.0003094
4.99356	0.0026338	0.0002982
4.99291	0.0028388	0.000294
4.99225	0.0031914	0.0002849
4.99159	0.0030142	0.0002902
4.99094	0.002822	0.0002913
4.99028	0.0029172	0.0002886
4.98962	0.0027691	0.0002912
4.98897	0.0024765	0.0002794
4.98831	0.0026736	0.0002979
4.98765	0.0033251	0.0002901
4.987	0.0027156	0.0002838
4.98634	0.0029448	0.000292
4.98568	0.0032375	0.000315
4.98503	0.0025591	0.0002911
4.98437	0.0028104	0.0002868
4.98371	0.0030698	0.0002881
4.98306	0.0029294	0.0002909
4.9824	0.0036801	0.0002992
4.98174	0.0026033	0.0002823
4.98108	0.0030981	0.0002775
4.98043	0.0028304	0.0002791
4.97977	0.0029959	0.0002886
4.97912	0.0025875	0.000307
4.97846	0.0026027	0.000304
4.9778	0.0030608	0.0002717
4.97715	0.0027238	0.0002891
4.97649	0.0028785	0.0002945
4.97583	0.003039	0.0002917
4.97517	0.003321	0.0002997
4.97452	0.002629	0.0002827
4.97386	0.0027423	0.000282
4.97321	0.0028389	0.0002669
4.97255	0.0031754	0.0002771
4.97189	0.0030188	0.0002881
4.97123	0.0025551	0.0002812
4.97058	0.0031092	0.0002846
4.96992	0.0026132	0.0002795
4.96926	0.0032924	0.0002808
4.96861	0.0030079	0.0002877
4.96795	0.0033847	0.0002835
4.96729	0.0032367	0.0002848
4.96664	0.0028564	0.0002688
4.96598	0.0036	0.0002724
4.96532	0.0032246	0.0002821
4.96467	0.0030329	0.0002876
4.96401	0.003069	0.0002872
4.96335	0.0025805	0.0002877
4.96269	0.0025659	0.0002789
4.96204	0.0030097	0.0002832
4.96138	0.0030274	0.0002801
4.96072	0.0028437	0.0002891
4.96007	0.003202	0.0002828
4.95941	0.0028962	0.0002877
4.95875	0.00261	0.0003064
4.95809	0.0034427	0.0002414
4.95744	0.0033039	0.0002898
4.95678	0.0030135	0.0003013
4.95613	0.0023395	0.0003013
4.95547	0.0025498	0.0002943
4.95481	0.0034033	0.0002815
4.95415	0.0035146	0.0002768
4.95349	0.0030147	0.0002857
4.95284	0.0030496	0.0002781
4.95152	0.0027753	0.0002743
4.95087	0.0026164	0.0002667
4.95021	0.0027908	0.0002712
4.94955	0.002844	0.0002807
4.94889	0.0028021	0.0002727
4.94824	0.0028525	0.0002706
4.94758	0.0025884	0.0002761
4.94693	0.0028423	0.0002752
4.94626	0.0024926	0.0002692
4.94561	0.0024552	0.000278
4.94495	0.0032352	0.0002817
4.94429	0.0033526	0.000274
4.94364	0.0032577	0.0002865
4.94298	0.0029656	0.0002855
4.94232	0.0028602	0.000284
4.94166	0.0027098	0.000294
4.94101	0.0031299	0.0002704
4.94035	0.0029449	0.0002965
4.93969	0.0031617	0.0002801
4.93903	0.0029024	0.0003009
4.93838	0.0034544	0.0002934
4.93772	0.00307	0.0002975
4.93706	0.0030186	0.0002912
4.93641	0.0030436	0.000277
4.93575	0.002852	0.0002795
4.93509	0.0031486	0.0002746
4.93443	0.0035456	0.0002758
4.93377	0.0032354	0.0002679
4.93311	0.0030531	0.0002679
4.93246	0.0025822	0.0002694
4.9318	0.0028908	0.0002708
4.93114	0.0028444	0.0002702
4.93049	0.0034811	0.0002774
4.92983	0.0034981	0.0002758
4.92917	0.0028605	0.0002644
4.92851	0.0031046	0.0002711
4.92786	0.0024973	0.0002738
4.9272	0.0024107	0.0002967
4.92654	0.0026637	0.0002855
4.92588	0.002846	0.0002774
4.92522	0.0028125	0.0002641
4.92457	0.0030715	0.0002855
4.92391	0.0029634	0.000277
4.92326	0.0029351	0.0002756
